date,source,sessions,users
2025-05-07,Referral (Planity),4,3
2025-05-08,Organic Search,33,28
2025-05-08,Direct,19,15
2025-05-08,Social (Instagram),15,12
2025-05-08,Referral (Planity),8,6
2025-05-09,Organic Search,25,22
2025-05-09,Direct,11,9
2025-05-09,Social (Instagram),11,10
2025-05-09,Referral (Planity),8,6
2025-05-10,Organic Search,13,11
2025-05-10,Direct,8,7
2025-05-10,Social (Instagram),6,5
2025-05-10,Referral (Planity),3,2
2025-05-11,Organic Search,19,16
2025-05-11,Direct,10,8
2025-05-11,Social (Instagram),7,6
2025-05-11,Referral (Planity),6,5
2025-05-12,Organic Search,23,20
2025-05-12,Direct,12,10
2025-05-12,Social (Instagram),11,10
2025-05-12,Referral (Planity),6,5
2025-05-13,Organic Search,25,20
2025-05-13,Direct,12,10
2025-05-13,Social (Instagram),9,7
2025-05-13,Referral (Planity),8,7
2025-05-14,Organic Search,30,26
2025-05-14,Direct,18,14
2025-05-14,Social (Instagram),12,10
2025-05-14,Referral (Planity),9,8
2025-05-15,Organic Search,19,15
2025-05-15,Direct,8,7
2025-05-15,Social (Instagram),8,6
2025-05-15,Referral (Planity),5,4
2025-05-16,Organic Search,23,19
2025-05-16,Direct,12,9
2025-05-16,Social (Instagram),11,10
2025-05-16,Referral (Planity),7,6
2025-05-17,Organic Search,15,13
2025-05-17,Direct,10,9
2025-05-17,Social (Instagram),7,6
2025-05-17,Referral (Planity),5,4
2025-05-18,Organic Search,10,9
2025-05-18,Direct,8,6
2025-05-18,Social (Instagram),5,4
2025-05-18,Referral (Planity),4,3
2025-05-19,Organic Search,22,18
2025-05-19,Direct,12,10
2025-05-19,Social (Instagram),8,6
2025-05-19,Referral (Planity),7,6
2025-05-20,Organic Search,26,20
2025-05-20,Direct,14,11
2025-05-20,Social (Instagram),11,10
2025-05-20,Referral (Planity),7,6
2025-05-21,Organic Search,21,17
2025-05-21,Direct,10,8
2025-05-21,Social (Instagram),7,5
2025-05-21,Referral (Planity),4,4
2025-05-22,Organic Search,28,22
2025-05-22,Direct,17,15
2025-05-22,Social (Instagram),11,9
2025-05-22,Referral (Planity),9,8
2025-05-23,Organic Search,24,19
2025-05-23,Direct,16,13
2025-05-23,Social (Instagram),11,9
2025-05-23,Referral (Planity),7,6
2025-05-24,Organic Search,14,11
2025-05-24,Direct,8,7
2025-05-24,Social (Instagram),6,5
2025-05-24,Referral (Planity),4,3
2025-05-25,Organic Search,12,9
2025-05-25,Direct,6,5
2025-05-25,Social (Instagram),4,3
2025-05-25,Referral (Planity),3,2
2025-05-26,Organic Search,17,14
2025-05-26,Direct,10,8
2025-05-26,Social (Instagram),8,7
2025-05-26,Referral (Planity),4,4
2025-05-27,Organic Search,16,13
2025-05-27,Direct,10,8
2025-05-27,Social (Instagram),8,6
2025-05-27,Referral (Planity),5,4
2025-05-28,Organic Search,38,33
2025-05-28,Direct,22,19
2025-05-28,Social (Instagram),16,14
2025-05-28,Referral (Planity),13,10
2025-05-29,Organic Search,23,18
2025-05-29,Direct,15,13
2025-05-29,Social (Instagram),9,8
2025-05-29,Referral (Planity),6,5
2025-05-30,Organic Search,34,26
2025-05-30,Direct,15,13
2025-05-30,Social (Instagram),12,11
2025-05-30,Referral (Planity),7,5
2025-05-31,Organic Search,17,14
2025-05-31,Direct,8,7
2025-05-31,Social (Instagram),6,5
2025-05-31,Referral (Planity),3,3
2025-06-01,Organic Search,20,15
2025-06-01,Direct,8,6
2025-06-01,Social (Instagram),7,6
2025-06-01,Referral (Planity),5,4
2025-06-02,Organic Search,22,17
2025-06-02,Direct,12,10
2025-06-02,Social (Instagram),9,8
2025-06-02,Referral (Planity),6,5
2025-06-03,Organic Search,27,23
2025-06-03,Direct,11,9
2025-06-03,Social (Instagram),11,9
2025-06-03,Referral (Planity),6,5
2025-06-04,Organic Search,23,18
2025-06-04,Direct,14,11
2025-06-04,Social (Instagram),10,8
2025-06-04,Referral (Planity),7,5
2025-06-05,Organic Search,26,20
2025-06-05,Direct,14,11
2025-06-05,Social (Instagram),9,7
2025-06-05,Referral (Planity),4,3
2025-06-06,Organic Search,28,25
2025-06-06,Direct,18,14
2025-06-06,Social (Instagram),12,9
2025-06-06,Referral (Planity),7,6
2025-06-07,Organic Search,17,14
2025-06-07,Direct,12,9
2025-06-07,Social (Instagram),9,8
2025-06-07,Referral (Planity),5,4
2025-06-08,Organic Search,8,6
2025-06-08,Direct,4,4
2025-06-08,Social (Instagram),3,2
2025-06-08,Referral (Planity),3,2
2025-06-09,Organic Search,27,22
2025-06-09,Direct,16,14
2025-06-09,Social (Instagram),9,7
2025-06-09,Referral (Planity),7,6
2025-06-10,Organic Search,39,30
2025-06-10,Direct,20,16
2025-06-10,Social (Instagram),13,10
2025-06-10,Referral (Planity),10,9
2025-06-11,Organic Search,38,31
2025-06-11,Direct,18,15
2025-06-11,Social (Instagram),15,11
2025-06-11,Referral (Planity),9,7
2025-06-12,Organic Search,33,25
2025-06-12,Direct,16,13
2025-06-12,Social (Instagram),14,11
2025-06-12,Referral (Planity),10,8
2025-06-13,Organic Search,28,22
2025-06-13,Direct,13,11
2025-06-13,Social (Instagram),10,8
2025-06-13,Referral (Planity),5,4
2025-06-14,Organic Search,11,9
2025-06-14,Direct,7,6
2025-06-14,Social (Instagram),4,3
2025-06-14,Referral (Planity),3,2
2025-06-15,Organic Search,8,7
2025-06-15,Direct,5,4
2025-06-15,Social (Instagram),4,4
2025-06-15,Referral (Planity),1,1
2025-06-16,Organic Search,21,18
2025-06-16,Direct,11,10
2025-06-16,Social (Instagram),7,6
2025-06-16,Referral (Planity),5,4
2025-06-17,Organic Search,18,14
2025-06-17,Direct,10,8
2025-06-17,Social (Instagram),6,5
2025-06-17,Referral (Planity),4,3
2025-06-18,Organic Search,23,20
2025-06-18,Direct,13,11
2025-06-18,Social (Instagram),9,7
2025-06-18,Referral (Planity),7,6
2025-06-19,Organic Search,26,22
2025-06-19,Direct,9,8
2025-06-19,Social (Instagram),9,8
2025-06-19,Referral (Planity),6,5
2025-06-20,Organic Search,21,17
2025-06-20,Direct,12,11
2025-06-20,Social (Instagram),10,8
2025-06-20,Referral (Planity),8,7
2025-06-21,Organic Search,12,11
2025-06-21,Direct,7,6
2025-06-21,Social (Instagram),5,4
2025-06-21,Referral (Planity),3,2
2025-06-22,Organic Search,9,8
2025-06-22,Direct,6,5
2025-06-22,Social (Instagram),3,3
2025-06-22,Referral (Planity),3,3
2025-06-23,Organic Search,23,17
2025-06-23,Direct,9,7
2025-06-23,Social (Instagram),10,8
2025-06-23,Referral (Planity),6,5
2025-06-24,Organic Search,22,17
2025-06-24,Direct,12,10
2025-06-24,Social (Instagram),9,7
2025-06-24,Referral (Planity),6,5
2025-06-25,Organic Search,21,18
2025-06-25,Direct,10,8
2025-06-25,Social (Instagram),8,6
2025-06-25,Referral (Planity),5,4
2025-06-26,Organic Search,35,28
2025-06-26,Direct,16,13
2025-06-26,Social (Instagram),13,11
2025-06-26,Referral (Planity),9,7
2025-06-27,Organic Search,15,12
2025-06-27,Direct,8,6
2025-06-27,Social (Instagram),7,6
2025-06-27,Referral (Planity),4,3
2025-06-28,Organic Search,9,7
2025-06-28,Direct,4,3
2025-06-28,Social (Instagram),3,2
2025-06-28,Referral (Planity),2,2
2025-06-29,Organic Search,12,9
2025-06-29,Direct,8,7
2025-06-29,Social (Instagram),4,3
2025-06-29,Referral (Planity),4,3
2025-06-30,Organic Search,15,11
2025-06-30,Direct,11,9
2025-06-30,Social (Instagram),6,5
2025-06-30,Referral (Planity),4,4
2025-07-01,Organic Search,31,23
2025-07-01,Direct,18,15
2025-07-01,Social (Instagram),14,12
2025-07-01,Referral (Planity),7,5
2025-07-02,Organic Search,26,22
2025-07-02,Direct,15,11
2025-07-02,Social (Instagram),13,12
2025-07-02,Referral (Planity),6,5
2025-07-03,Organic Search,22,18
2025-07-03,Direct,14,12
2025-07-03,Social (Instagram),10,9
2025-07-03,Referral (Planity),4,3
2025-07-04,Organic Search,25,22
2025-07-04,Direct,14,12
2025-07-04,Social (Instagram),7,6
2025-07-04,Referral (Planity),7,6
2025-07-05,Organic Search,14,12
2025-07-05,Direct,7,6
2025-07-05,Social (Instagram),5,4
2025-07-05,Referral (Planity),3,3
2025-07-06,Organic Search,13,10
2025-07-06,Direct,6,5
2025-07-06,Social (Instagram),5,4
2025-07-06,Referral (Planity),3,2
2025-07-07,Organic Search,20,18
2025-07-07,Direct,10,8
2025-07-07,Social (Instagram),7,5
2025-07-07,Referral (Planity),6,5
2025-07-08,Organic Search,21,19
2025-07-08,Direct,11,9
2025-07-08,Social (Instagram),8,6
2025-07-08,Referral (Planity),6,5
2025-07-09,Organic Search,26,20
2025-07-09,Direct,12,9
2025-07-09,Social (Instagram),9,8
2025-07-09,Referral (Planity),6,5
2025-07-10,Organic Search,25,21
2025-07-10,Direct,13,10
2025-07-10,Social (Instagram),11,10
2025-07-10,Referral (Planity),6,5
2025-07-11,Organic Search,20,15
2025-07-11,Direct,13,10
2025-07-11,Social (Instagram),8,6
2025-07-11,Referral (Planity),4,3
2025-07-12,Organic Search,22,17
2025-07-12,Direct,11,9
2025-07-12,Social (Instagram),8,6
2025-07-12,Referral (Planity),4,3
2025-07-13,Organic Search,15,11
2025-07-13,Direct,8,6
2025-07-13,Social (Instagram),8,6
2025-07-13,Referral (Planity),4,3
2025-07-14,Organic Search,22,17
2025-07-14,Direct,9,7
2025-07-14,Social (Instagram),7,5
2025-07-14,Referral (Planity),4,3
2025-07-15,Organic Search,22,18
2025-07-15,Direct,13,11
2025-07-15,Social (Instagram),9,8
2025-07-15,Referral (Planity),5,4
2025-07-16,Organic Search,17,13
2025-07-16,Direct,9,7
2025-07-16,Social (Instagram),6,5
2025-07-16,Referral (Planity),4,3
2025-07-17,Organic Search,21,18
2025-07-17,Direct,9,8
2025-07-17,Social (Instagram),9,7
2025-07-17,Referral (Planity),6,5
2025-07-18,Organic Search,22,18
2025-07-18,Direct,11,10
2025-07-18,Social (Instagram),9,7
2025-07-18,Referral (Planity),6,5
2025-07-19,Organic Search,11,10
2025-07-19,Direct,6,5
2025-07-19,Social (Instagram),4,3
2025-07-19,Referral (Planity),3,2
2025-07-20,Organic Search,7,6
2025-07-20,Direct,4,3
2025-07-20,Social (Instagram),2,2
2025-07-20,Referral (Planity),2,2
2025-07-21,Organic Search,18,15
2025-07-21,Direct,9,8
2025-07-21,Social (Instagram),7,6
2025-07-21,Referral (Planity),3,3
2025-07-22,Organic Search,17,14
2025-07-22,Direct,11,10
2025-07-22,Social (Instagram),7,6
2025-07-22,Referral (Planity),6,5
2025-07-23,Organic Search,10,9
2025-07-23,Direct,5,4
2025-07-23,Social (Instagram),6,5
2025-07-23,Referral (Planity),3,3
2025-07-24,Organic Search,18,14
2025-07-24,Direct,8,7
2025-07-24,Social (Instagram),7,6
2025-07-24,Referral (Planity),4,3
2025-07-25,Organic Search,16,13
2025-07-25,Direct,11,9
2025-07-25,Social (Instagram),6,5
2025-07-25,Referral (Planity),4,4
2025-07-26,Organic Search,9,8
2025-07-26,Direct,5,4
2025-07-26,Social (Instagram),4,3
2025-07-26,Referral (Planity),2,2
2025-07-27,Organic Search,13,11
2025-07-27,Direct,7,6
2025-07-27,Social (Instagram),5,4
2025-07-27,Referral (Planity),2,2
2025-07-28,Organic Search,21,17
2025-07-28,Direct,12,9
2025-07-28,Social (Instagram),8,6
2025-07-28,Referral (Planity),6,5
2025-07-29,Organic Search,14,12
2025-07-29,Direct,8,7
2025-07-29,Social (Instagram),4,4
2025-07-29,Referral (Planity),4,3
2025-07-30,Organic Search,37,31
2025-07-30,Direct,18,15
2025-07-30,Social (Instagram),14,12
2025-07-30,Referral (Planity),9,7
2025-07-31,Organic Search,16,13
2025-07-31,Direct,7,5
2025-07-31,Social (Instagram),7,6
2025-07-31,Referral (Planity),4,3
2025-08-01,Organic Search,11,10
2025-08-01,Direct,6,5
2025-08-01,Social (Instagram),4,3
2025-08-01,Referral (Planity),3,3
2025-08-02,Organic Search,9,7
2025-08-02,Direct,6,5
2025-08-02,Social (Instagram),3,3
2025-08-02,Referral (Planity),3,3
2025-08-03,Organic Search,12,10
2025-08-03,Direct,6,5
2025-08-03,Social (Instagram),6,5
2025-08-03,Referral (Planity),4,3
2025-08-04,Organic Search,18,14
2025-08-04,Direct,9,8
2025-08-04,Social (Instagram),9,7
2025-08-04,Referral (Planity),3,3
2025-08-05,Organic Search,16,13
2025-08-05,Direct,9,8
2025-08-05,Social (Instagram),9,7
2025-08-05,Referral (Planity),5,4
2025-08-06,Organic Search,9,8
2025-08-06,Direct,5,4
2025-08-06,Social (Instagram),4,3
2025-08-06,Referral (Planity),2,2
2025-08-07,Organic Search,19,17
2025-08-07,Direct,10,8
2025-08-07,Social (Instagram),8,7
2025-08-07,Referral (Planity),4,4
2025-08-08,Organic Search,14,12
2025-08-08,Direct,9,8
2025-08-08,Social (Instagram),5,4
2025-08-08,Referral (Planity),4,3
2025-08-09,Organic Search,14,11
2025-08-09,Direct,7,6
2025-08-09,Social (Instagram),5,4
2025-08-09,Referral (Planity),3,2
2025-08-10,Organic Search,7,6
2025-08-10,Direct,4,3
2025-08-10,Social (Instagram),3,2
2025-08-10,Referral (Planity),2,2
2025-08-11,Organic Search,15,13
2025-08-11,Direct,10,8
2025-08-11,Social (Instagram),6,5
2025-08-11,Referral (Planity),4,3
2025-08-12,Organic Search,19,17
2025-08-12,Direct,8,7
2025-08-12,Social (Instagram),7,5
2025-08-12,Referral (Planity),4,3
2025-08-13,Organic Search,21,19
2025-08-13,Direct,12,9
2025-08-13,Social (Instagram),10,9
2025-08-13,Referral (Planity),5,4
2025-08-14,Organic Search,11,9
2025-08-14,Direct,8,7
2025-08-14,Social (Instagram),5,4
2025-08-14,Referral (Planity),4,3
2025-08-15,Organic Search,14,11
2025-08-15,Direct,7,5
2025-08-15,Social (Instagram),6,5
2025-08-15,Referral (Planity),3,2
2025-08-16,Organic Search,9,7
2025-08-16,Direct,5,4
2025-08-16,Social (Instagram),4,3
2025-08-16,Referral (Planity),2,2
2025-08-17,Organic Search,9,8
2025-08-17,Direct,5,4
2025-08-17,Social (Instagram),3,2
2025-08-17,Referral (Planity),2,2
2025-08-18,Organic Search,14,11
2025-08-18,Direct,7,6
2025-08-18,Social (Instagram),5,4
2025-08-18,Referral (Planity),4,3
2025-08-19,Organic Search,12,10
2025-08-19,Direct,8,6
2025-08-19,Social (Instagram),6,5
2025-08-19,Referral (Planity),4,3
2025-08-20,Organic Search,18,15
2025-08-20,Direct,12,9
2025-08-20,Social (Instagram),7,6
2025-08-20,Referral (Planity),6,5
2025-08-21,Organic Search,12,10
2025-08-21,Direct,7,5
2025-08-21,Social (Instagram),5,4
2025-08-21,Referral (Planity),3,2
2025-08-22,Organic Search,18,15
2025-08-22,Direct,9,7
2025-08-22,Social (Instagram),7,6
2025-08-22,Referral (Planity),5,4
2025-08-23,Organic Search,13,11
2025-08-23,Direct,5,4
2025-08-23,Social (Instagram),5,4
2025-08-23,Referral (Planity),3,2
2025-08-24,Organic Search,7,6
2025-08-24,Direct,4,3
2025-08-24,Social (Instagram),3,3
2025-08-24,Referral (Planity),3,3
2025-08-25,Organic Search,22,19
2025-08-25,Direct,13,11
2025-08-25,Social (Instagram),8,7
2025-08-25,Referral (Planity),5,4
2025-08-26,Organic Search,15,13
2025-08-26,Direct,9,8
2025-08-26,Social (Instagram),6,5
2025-08-26,Referral (Planity),5,4
2025-08-27,Organic Search,16,13
2025-08-27,Direct,8,6
2025-08-27,Social (Instagram),7,6
2025-08-27,Referral (Planity),4,3
2025-08-28,Organic Search,23,18
2025-08-28,Direct,14,11
2025-08-28,Social (Instagram),9,7
2025-08-28,Referral (Planity),7,6
2025-08-29,Organic Search,19,17
2025-08-29,Direct,10,8
2025-08-29,Social (Instagram),6,5
2025-08-29,Referral (Planity),4,4
2025-08-30,Organic Search,10,8
2025-08-30,Direct,7,6
2025-08-30,Social (Instagram),4,3
2025-08-30,Referral (Planity),3,2
2025-08-31,Organic Search,7,6
2025-08-31,Direct,3,3
2025-08-31,Social (Instagram),2,2
2025-08-31,Referral (Planity),2,2
2025-09-01,Organic Search,26,23
2025-09-01,Direct,14,11
2025-09-01,Social (Instagram),11,9
2025-09-01,Referral (Planity),8,6
2025-09-02,Organic Search,34,27
2025-09-02,Direct,20,18
2025-09-02,Social (Instagram),12,9
2025-09-02,Referral (Planity),7,6
2025-09-03,Organic Search,33,26
2025-09-03,Direct,18,14
2025-09-03,Social (Instagram),16,14
2025-09-03,Referral (Planity),11,8
2025-09-04,Organic Search,28,24
2025-09-04,Direct,16,14
2025-09-04,Social (Instagram),9,8
2025-09-04,Referral (Planity),7,6
2025-09-05,Organic Search,23,18
2025-09-05,Direct,13,11
2025-09-05,Social (Instagram),8,7
2025-09-05,Referral (Planity),6,5
2025-09-06,Organic Search,21,19
2025-09-06,Direct,12,9
2025-09-06,Social (Instagram),7,5
2025-09-06,Referral (Planity),5,4
2025-09-07,Organic Search,20,17
2025-09-07,Direct,10,8
2025-09-07,Social (Instagram),6,5
2025-09-07,Referral (Planity),4,3
2025-09-08,Organic Search,34,29
2025-09-08,Direct,28,25
2025-09-08,Social (Instagram),17,13
2025-09-08,Referral (Planity),12,11
2025-09-09,Organic Search,31,27
2025-09-09,Direct,16,14
2025-09-09,Social (Instagram),13,11
2025-09-09,Referral (Planity),8,7
2025-09-10,Organic Search,45,34
2025-09-10,Direct,23,19
2025-09-10,Social (Instagram),14,12
2025-09-10,Referral (Planity),13,11
2025-09-11,Organic Search,25,20
2025-09-11,Direct,17,15
2025-09-11,Social (Instagram),10,8
2025-09-11,Referral (Planity),7,6
2025-09-12,Organic Search,11,9
2025-09-12,Direct,5,4
2025-09-12,Social (Instagram),4,3
2025-09-12,Referral (Planity),3,2
2025-09-13,Organic Search,20,17
2025-09-13,Direct,13,11
2025-09-13,Social (Instagram),8,6
2025-09-13,Referral (Planity),7,6
2025-09-14,Organic Search,21,17
2025-09-14,Direct,13,10
2025-09-14,Social (Instagram),7,6
2025-09-14,Referral (Planity),5,4
2025-09-15,Organic Search,11,9
2025-09-15,Direct,7,6
2025-09-15,Social (Instagram),5,4
2025-09-15,Referral (Planity),3,3
2025-09-16,Organic Search,18,15
2025-09-16,Direct,8,7
2025-09-16,Social (Instagram),6,5
2025-09-16,Referral (Planity),3,2
2025-09-17,Organic Search,35,29
2025-09-17,Direct,22,19
2025-09-17,Social (Instagram),19,16
2025-09-17,Referral (Planity),9,7
2025-09-18,Organic Search,39,35
2025-09-18,Direct,17,15
2025-09-18,Social (Instagram),11,10
2025-09-18,Referral (Planity),6,5
2025-09-19,Organic Search,39,32
2025-09-19,Direct,27,21
2025-09-19,Social (Instagram),21,18
2025-09-19,Referral (Planity),12,9
2025-09-20,Organic Search,20,17
2025-09-20,Direct,10,8
2025-09-20,Social (Instagram),8,7
2025-09-20,Referral (Planity),4,3
2025-09-21,Organic Search,11,10
2025-09-21,Direct,7,6
2025-09-21,Social (Instagram),4,3
2025-09-21,Referral (Planity),3,2
2025-09-22,Organic Search,21,18
2025-09-22,Direct,12,11
2025-09-22,Social (Instagram),9,8
2025-09-22,Referral (Planity),5,4
2025-09-23,Organic Search,21,16
2025-09-23,Direct,14,11
2025-09-23,Social (Instagram),9,7
2025-09-23,Referral (Planity),6,5
2025-09-24,Organic Search,32,27
2025-09-24,Direct,20,16
2025-09-24,Social (Instagram),11,10
2025-09-24,Referral (Planity),10,9
2025-09-25,Organic Search,23,18
2025-09-25,Direct,12,9
2025-09-25,Social (Instagram),9,8
2025-09-25,Referral (Planity),6,5
2025-09-26,Organic Search,27,21
2025-09-26,Direct,13,10
2025-09-26,Social (Instagram),11,9
2025-09-26,Referral (Planity),6,5
2025-09-27,Organic Search,19,16
2025-09-27,Direct,9,7
2025-09-27,Social (Instagram),7,6
2025-09-27,Referral (Planity),6,5
2025-09-28,Organic Search,16,14
2025-09-28,Direct,8,6
2025-09-28,Social (Instagram),7,6
2025-09-28,Referral (Planity),4,4
2025-09-29,Organic Search,25,21
2025-09-29,Direct,14,11
2025-09-29,Social (Instagram),9,7
2025-09-29,Referral (Planity),8,7
2025-09-30,Organic Search,32,26
2025-09-30,Direct,16,12
2025-09-30,Social (Instagram),13,10
2025-09-30,Referral (Planity),10,9
2025-10-01,Organic Search,25,19
2025-10-01,Direct,17,14
2025-10-01,Social (Instagram),11,8
2025-10-01,Referral (Planity),8,6
2025-10-02,Organic Search,26,20
2025-10-02,Direct,15,12
2025-10-02,Social (Instagram),11,9
2025-10-02,Referral (Planity),4,3
2025-10-03,Organic Search,26,21
2025-10-03,Direct,19,16
2025-10-03,Social (Instagram),10,8
2025-10-03,Referral (Planity),6,5
2025-10-04,Organic Search,20,18
2025-10-04,Direct,12,10
2025-10-04,Social (Instagram),8,6
2025-10-04,Referral (Planity),6,5
2025-10-05,Organic Search,10,8
2025-10-05,Direct,6,5
2025-10-05,Social (Instagram),5,4
2025-10-05,Referral (Planity),3,3
2025-10-06,Organic Search,25,19
2025-10-06,Direct,16,12
2025-10-06,Social (Instagram),12,10
2025-10-06,Referral (Planity),8,6
2025-10-07,Organic Search,25,19
2025-10-07,Direct,15,13
2025-10-07,Social (Instagram),10,8
2025-10-07,Referral (Planity),7,6
2025-10-08,Organic Search,19,14
2025-10-08,Direct,10,9
2025-10-08,Social (Instagram),8,7
2025-10-08,Referral (Planity),6,5
2025-10-09,Organic Search,21,18
2025-10-09,Direct,12,10
2025-10-09,Social (Instagram),9,8
2025-10-09,Referral (Planity),5,4
2025-10-10,Organic Search,29,24
2025-10-10,Direct,15,12
2025-10-10,Social (Instagram),13,10
2025-10-10,Referral (Planity),9,8
2025-10-11,Organic Search,13,11
2025-10-11,Direct,8,7
2025-10-11,Social (Instagram),5,4
2025-10-11,Referral (Planity),5,4
2025-10-12,Organic Search,14,11
2025-10-12,Direct,6,5
2025-10-12,Social (Instagram),6,5
2025-10-12,Referral (Planity),4,3
2025-10-13,Organic Search,25,21
2025-10-13,Direct,16,12
2025-10-13,Social (Instagram),9,7
2025-10-13,Referral (Planity),8,7
2025-10-14,Organic Search,25,19
2025-10-14,Direct,14,12
2025-10-14,Social (Instagram),10,9
2025-10-14,Referral (Planity),5,4
2025-10-15,Organic Search,26,22
2025-10-15,Direct,16,13
2025-10-15,Social (Instagram),10,9
2025-10-15,Referral (Planity),7,6
2025-10-16,Organic Search,27,21
2025-10-16,Direct,15,13
2025-10-16,Social (Instagram),14,13
2025-10-16,Referral (Planity),7,6
2025-10-17,Organic Search,24,19
2025-10-17,Direct,14,12
2025-10-17,Social (Instagram),9,7
2025-10-17,Referral (Planity),6,5
2025-10-18,Organic Search,13,10
2025-10-18,Direct,8,6
2025-10-18,Social (Instagram),5,4
2025-10-18,Referral (Planity),3,3
2025-10-19,Organic Search,18,15
2025-10-19,Direct,8,7
2025-10-19,Social (Instagram),6,5
2025-10-19,Referral (Planity),4,4
2025-10-20,Organic Search,24,18
2025-10-20,Direct,14,11
2025-10-20,Social (Instagram),9,8
2025-10-20,Referral (Planity),8,6
2025-10-21,Organic Search,31,28
2025-10-21,Direct,15,12
2025-10-21,Social (Instagram),13,10
2025-10-21,Referral (Planity),6,5
2025-10-22,Organic Search,22,19
2025-10-22,Direct,13,12
2025-10-22,Social (Instagram),9,7
2025-10-22,Referral (Planity),6,5
2025-10-23,Organic Search,23,19
2025-10-23,Direct,10,8
2025-10-23,Social (Instagram),8,6
2025-10-23,Referral (Planity),5,4
2025-10-24,Organic Search,23,20
2025-10-24,Direct,10,9
2025-10-24,Social (Instagram),11,9
2025-10-24,Referral (Planity),6,5
2025-10-25,Organic Search,11,9
2025-10-25,Direct,6,5
2025-10-25,Social (Instagram),4,3
2025-10-25,Referral (Planity),3,2
2025-10-26,Organic Search,15,12
2025-10-26,Direct,8,7
2025-10-26,Social (Instagram),5,4
2025-10-26,Referral (Planity),4,4
2025-10-27,Organic Search,39,35
2025-10-27,Direct,16,13
2025-10-27,Social (Instagram),13,10
2025-10-27,Referral (Planity),8,6
2025-10-28,Organic Search,26,22
2025-10-28,Direct,16,12
2025-10-28,Social (Instagram),12,9
2025-10-28,Referral (Planity),6,5
2025-10-29,Organic Search,23,18
2025-10-29,Direct,13,10
2025-10-29,Social (Instagram),9,7
2025-10-29,Referral (Planity),5,4
2025-10-30,Organic Search,18,15
2025-10-30,Direct,11,9
2025-10-30,Social (Instagram),9,8
2025-10-30,Referral (Planity),5,4
2025-10-31,Organic Search,27,21
2025-10-31,Direct,17,13
2025-10-31,Social (Instagram),13,10
2025-10-31,Referral (Planity),10,8
2025-11-01,Organic Search,12,10
2025-11-01,Direct,6,5
2025-11-01,Social (Instagram),6,5
2025-11-01,Referral (Planity),4,4
2025-11-02,Organic Search,9,8
2025-11-02,Direct,5,4
2025-11-02,Social (Instagram),3,3
2025-11-02,Referral (Planity),2,2
2025-11-03,Organic Search,26,21
2025-11-03,Direct,19,15
2025-11-03,Social (Instagram),10,8
2025-11-03,Referral (Planity),7,5
2025-11-04,Organic Search,25,20
2025-11-04,Direct,15,12
2025-11-04,Social (Instagram),9,8
2025-11-04,Referral (Planity),6,5
2025-11-05,Organic Search,30,23
2025-11-05,Direct,20,18
2025-11-05,Social (Instagram),13,10
2025-11-05,Referral (Planity),8,7
2025-11-06,Organic Search,24,19
2025-11-06,Direct,10,8
2025-11-06,Social (Instagram),8,6
2025-11-06,Referral (Planity),7,6
2025-11-07,Organic Search,22,18
2025-11-07,Direct,11,10
2025-11-07,Social (Instagram),8,7
2025-11-07,Referral (Planity),5,4
2025-11-08,Organic Search,13,12
2025-11-08,Direct,6,5
2025-11-08,Social (Instagram),5,4
2025-11-08,Referral (Planity),4,3
2025-11-09,Organic Search,10,8
2025-11-09,Direct,5,4
2025-11-09,Social (Instagram),5,4
2025-11-09,Referral (Planity),4,3
2025-11-10,Organic Search,19,17
2025-11-10,Direct,13,11
2025-11-10,Social (Instagram),7,6
2025-11-10,Referral (Planity),5,4
2025-11-11,Organic Search,33,26
2025-11-11,Direct,17,14
2025-11-11,Social (Instagram),11,9
2025-11-11,Referral (Planity),8,6
2025-11-12,Organic Search,28,25
2025-11-12,Direct,19,15
2025-11-12,Social (Instagram),11,9
2025-11-12,Referral (Planity),7,5
2025-11-13,Organic Search,22,18
2025-11-13,Direct,12,10
2025-11-13,Social (Instagram),7,5
2025-11-13,Referral (Planity),5,4
2025-11-14,Organic Search,39,35
2025-11-14,Direct,19,15
2025-11-14,Social (Instagram),13,10
2025-11-14,Referral (Planity),9,8
2025-11-15,Organic Search,15,13
2025-11-15,Direct,8,7
2025-11-15,Social (Instagram),6,5
2025-11-15,Referral (Planity),4,3
2025-11-16,Organic Search,17,15
2025-11-16,Direct,9,7
2025-11-16,Social (Instagram),8,7
2025-11-16,Referral (Planity),5,4
2025-11-17,Organic Search,18,15
2025-11-17,Direct,10,9
2025-11-17,Social (Instagram),6,5
2025-11-17,Referral (Planity),5,4
2025-11-18,Organic Search,26,23
2025-11-18,Direct,13,10
2025-11-18,Social (Instagram),11,9
2025-11-18,Referral (Planity),6,5
2025-11-19,Organic Search,17,13
2025-11-19,Direct,9,8
2025-11-19,Social (Instagram),7,6
2025-11-19,Referral (Planity),5,4
2025-11-20,Organic Search,26,20
2025-11-20,Direct,12,9
2025-11-20,Social (Instagram),9,7
2025-11-20,Referral (Planity),6,5
2025-11-21,Organic Search,25,21
2025-11-21,Direct,16,13
2025-11-21,Social (Instagram),12,10
2025-11-21,Referral (Planity),7,5
2025-11-22,Organic Search,13,10
2025-11-22,Direct,6,5
2025-11-22,Social (Instagram),5,4
2025-11-22,Referral (Planity),3,2
2025-11-23,Organic Search,17,13
2025-11-23,Direct,12,11
